aaa	工
mpu	㞫
mpv	内容如下
mpw	崆
mpx	岮
mpy	崇高
mqa	岻
mqb	见
mqc	购
mqd	赡
mqe	岁月
mqf	崟
mqg	崯
mqh	财贸战线
mqi	 
mqj	峋
mqk	岣
mql	购置
mqm	峥嵘
mqn	购买
mqo	岁数
mqp	 
mqq	见解
mqr	见报
mqs	 
mqt	峁
mqu	岁
mqv	峥
mqw	㰞
mqx	 
mqy	见效
mra	㟛
mrb	贩子
mrc	贩
mrd	崤
mre	 
mrf	网址
mrg	岶
mrh	岓
mri	冈
mrj	刚
mrk	肉制品
mrl	网罗
mrm	刚刚
mrn	网民
mro	 
mrp	周年之际
mrq	嵬
mrr	网
mrs	 
mrt	崥
mru	网站
mrv	刚好
mrw	嶊
mrx	网络
mry	 
msa	嶘
msb	 
msc	 
msd	嵿
mse	 
msf	㟽
msg	 
msh	 
msi	山西省
msj	嵖
msk	岢
msl	 
msm	 
msn	 
mso	 
msp	 
msq	内查外调
msr	同样的
mss	崊
mst	由西向东
msu	 
msv	崾
msw	崧
msx	 
msy	嵀
mta	账
mtb	䝯
mtc	同等对待
mtd	峰
mte	嵊县
mtf	败坏
mtg	貹
mth	账目
mti	同等学历
mtj	财务监督
mtk	赂
mtl	賉
mtm	巍峨
mtn	屹
mto	同行业
mtp	贬
mtq	巍然
mtr	峨
mts	财务检查
mtt	财务管理
mtu	嵊
mtv	巍
mtw	贬值
mtx	败给
mty	败
mua	朑
mub	胐
muc	内部矛盾
mud	㟡
mue	巃
muf	岦
mug	嵯
muh	 
mui	 
muj	嶂
muk	赔
mul	赠
mum	 
mun	邮资已付
muo	朥
mup	雕塑家
muq	赚钱
mur	崭新的
mus	财产权
mut	由北向南
muu	赠送
muv	赚
muw	赔偿
mux	嵫
muy	罔
mva	 
mvb	 
mvc	 
mvd	 
mve	峎
mvf	 
mvg	由始至终
mvh	 
mvi	㟤
mvj	 
mvk	岹
mvl	崰
mvm	 
mvn	 
mvo	 
mvp	 
mvq	 
mvr	屶
mvs	 
mvt	峮
mvu	 
mvv	 
mvw	 
mvx	 
mvy	见好就收
mwa	内功
mwb	内陆
mwc	内参
mwd	内在
mwe	内脏
mwf	赊
mwg	嶝
mwh	内战
mwi	内
mwj	见分晓
mwk	内中
mwl	内因
mwm	见仁见智
mwn	㞦
mwo	肉类
mwp	内容
mwq	内外
mwr	岚
mws	 
mwt	内科
mwu	㞤
mwv	岎
mww	肉
mwx	内线
mwy	岭
mxa	幽雅
mxb	 
mxc	 
mxd	 
mxe	网络服务器
mxf	同比增长
mxg	幽静
mxh	巓
mxi	幽深
mxj	网络电话
mxk	网络路由器
mxl	幽默
mxm	 
mxn	 
mxo	 
mxp	网络安全
mxq	婴幼儿
mxr	网络技术
mxs	 
mxt	嶷
mxu	网络资源
mxv	幽灵
mxw	网络信息
mxx	幽
mxy	㟂
mya	丹东
myb	丹阳
myc	见义勇为
myd	丹
mye	彤
myf	訔
myg	丹麦
myh	 
myi	 
myj	凯旋归来
myk	嵩
myl	 
mym	嵩山
myn	赅
myo	崇高精神
myp	 
myq	 
myr	崇高的敬意
mys	 
myt	见诸行动
myu	㞵
myv	崀
myw	见证人
myx	䝮
myy	㞶
naa	民警
nab	展出
nac	展台
nad	惶恐不安
nae	展
naf	展示
nag	羾
nah	异步
nai	异常
naj	异
nak	展品
nal	懵
nam	异同
nan	屉
nao	 
nap	以工补农
naq	展销
nar	怄
nas	民歌
nat	懂
nau	民间
nav	民
naw	殿
nax	民营经济
nay	慌
nba	避孕药
nbb	孱
nbc	慑
nbd	㞌
nbe	屈服
nbf	悦耳动听
nbg	敢于
nbh	邔
nbi	 
nbj	 
nbk	㥛
nbl	 
nbm	屈
nbn	忚
nbo	 
nbp	 
nbq	 
nbr	敢打
nbs	屙
nbt	敢
nbu	 
nbv	 
nbw	屈从
nbx	 
nby	敢说
nca	 
ncb	 
ncc	惙
ncd	惨
nce	怀柔县
ncf	怪
ncg	怿
nch	 
nci	㞋
ncj	司马昭之心路人皆知
nck	怡
ncl	 
ncm	惨败
ncn	惨剧
nco	 
ncp	惨案
ncq	 
ncr	避难所
ncs	壁垒森严
nct	惨重
ncu	惨痛
ncv	㞎
ncw	悛
ncx	 
ncy	避难就易
nda	惰
ndb	剧院
ndc	怀柔
ndd	居
nde	懮
ndf	发达地区
ndg	怙
ndh	怀
ndi	 
ndj	剧
ndk	居中
ndl	发达国家
ndm	怖
ndn	忧
ndo	恢
ndp	居室
ndq	居然
ndr	怀抱
nds	必不可少
ndt	恢复
ndu	怀着
ndv	惨不忍睹
ndw	居住
ndx	怀疑
ndy	忕
nea	民用工业
neb	以貌取人
nec	 
ned	尽力而为
nee	恊
nef	民办教师
neg	屈服于
neh	必须具有
nei	必须注意
nej	必须坚持
nek	心服口服
nel	 
nem	收受贿赂
nen	民用飞机
neo	 
nep	心腹之患
neq	心胸狭窄
ner	必须按照
nes	㥒
net	忇
neu	心脏病
nev	 
new	民办公助
nex	必须强调
ney	必须认识到
nfa	愤
nfb	展示了
nfc	层
nfd	懦
nfe	 
nff	恃
nfg	迅速
nfh	慎
nfi	慰
nfj	导师
nfk	卂
nfl	导轨
nfm	局域网
nfn	层层
nfo	懗
nfp	迅
nfq	怃
nfr	屠杀
nfs	发动机
nft	屠
nfu	导
nfv	愤怒
nfw	展示会
nfx	导弹
nfy	忖
nga	情节
ngb	那
ngc	屋
ngd	刁
nge	情
ngf	䍿
ngg	忹
ngh	怔
ngi	司法
ngj	恒
ngk	司
ngl	情思
ngm	那曲
ngn	迅速发展
ngo	 
ngp	恒定
ngq	那儿
ngr	情报
ngs	那样
ngt	那么
ngu	怦
ngv	恰到好处
ngw	那个
ngx	愫
ngy	发表讲话
nha	收获
nhb	收取
nhc	疏通
nhd	眉
nhe	胥
nhf	丑
nhg	收到
nhh	眉目
nhi	疋
nhj	蛋
nhk	丩
nhl	收回
nhm	收购
nhn	收发
nho	蛋糕
nhp	收割
nhq	鹛
nhr	以上的
nhs	疏松
nht	收
nhu	收益
nhv	收录
nhw	惧
nhx	收费
nhy	疏
nia	 
nib	 
nic	惊涛骇浪
nid	尽兴而归
nie	屑
nif	发源地
nig	恍
nih	眉清目秀
nii	尿
nij	䎓
nik	 
nil	迟浩田
nim	惝
nin	悄悄
nio	 
nip	书法家
niq	悄然
nir	悩
nis	司法机关
nit	犀
niu	司法部
niv	 
niw	 
nix	惨淡经营
niy	 
nja	懪
njb	 
njc	悭
njd	发电厂
nje	避暑胜地
njf	悍
njg	怛
njh	心明眼亮
nji	愰
njj	发电量
njk	展览中心
njl	慢
njm	避暑山庄
njn	慢性
njo	 
njp	发明家
njq	惕
njr	那时的
njs	发电机
njt	惺
nju	发明奖
njv	 
njw	展览会
njx	惃
njy	憬
nka	郼
nkb	避孕
nkc	悒
nkd	心中有数
nke	臂膀
nkf	吢
nkg	避开
nkh	忡
nki	忙中添乱
nkj	避暑
nkk	愕
nkl	 
nkm	异口同声
nkn	尽忠尽职
nko	 
nkp	 
nkq	避免
nkr	壁挂
nks	 
nkt	♂
nku	壁
nkv	譬如
nkw	避风
nkx	 
nky	以史为鉴
nla	翼
nlb	 
nlc	 
nld	乪
nle	㥜
nlf	 
nlg	怬
nlh	 
nli	 
nlj	 
nlk	恛
nll	 
nlm	 
nln	心连心
nlo	 
nlp	慩
nlq	 
nlr	惭
nls	悃
nlt	 
nlu	快车道
nlv	慺
nlw	异国风光
nlx	㦬
nly	愣
nma	憹
nmb	 
nmc	 
nmd	届
nme	愲
nmf	惆
nmg	恫
nmh	刷
nmi	屃
nmj	恻
nmk	 
nml	 
nmm	异曲同工
nmn	恺
nmo	 
nmp	必由之路
nmq	 
nmr	情同手足
nms	 
nmt	 
nmu	惘
nmv	 
nmw	收购价格
nmx	 
nmy	收购计划
nna	巽
nnb	发展了
nnc	 
nnd	局面
nne	书架
nnf	发展趋势
nng	己
nnh	书
nni	书法
nnj	发展是硬道理
nnk	局
nnl	乙
nnm	心惊肉跳
nnn	忆
nno	书店
nnp	书写
nnq	书名
nnr	局势
nns	发展机遇
nnt	局长
nnu	忌
nnv	乜
nnw	快
nnx	怩
nny	羽
noa	懭
nob	 
noc	 
nod	已类左框心尸羽
noe	 
nof	导火索
nog	屡遭
noh	惦
noi	屎
noj	 
nok	 
nol	 
nom	 
non	屡屡
noo	惔
nop	 
noq	 
nor	 
nos	懡
not	 
nou	屡次
nov	慷
now	惦念
nox	导火线
noy	惦记
npa	 
npb	 
npc	慎之又慎
npd	心神不定
npe	迉
npf	发祥地
npg	发家致富
nph	悺
npi	 
npj	悔之晚矣
npk	 
npl	恽
npm	司空见惯
npn	惋惜
npo	 
npp	异军突起
npq	惋
npr	 
nps	以礼相待
npt	恨之入骨
npu	 
npv	 
npw	心宽体胖
npx	 
npy	收视率
nqa	忯
nqb	
nqc	懈怠
nqd	恍然大悟
nqe	懈
nqf	必然趋势
nqg	惍
nqh	 
nqi	民怨沸腾
nqj	恂
nqk	展销中心
nql	 
nqm	愌
nqn	迅猛发展
nqo	心急火燎
nqp	必争之地
nqq	恀
nqr	惚
nqs	 
nqt	以逸待劳
nqu	心猿意马
nqv	心急如焚
nqw	必然会
nqx	必然结果
nqy	懰
nra	惶惑
nrb	发挥了
nrc	㤆
nrd	发扬成绩
nre	 
nrf	翫
nrg	怕
nrh	忻
nri	发扬光大
nrj	发热量
nrk	飞扬跋扈
nrl	 
nrm	情报网
nrn	忾
nro	 
nrp	 
nrq	愧
nrr	蛋白质
nrs	屈指可数
nrt	发挥自身优势
nru	愧疚
nrv	 
nrw	发挥作用
nrx	㦡
nry	忻州
nsa	必要劳动
nsb	 
nsc	尽可能
nsd	屡禁不止
nse	 
nsf	飞机场
nsg	恓
nsh	忊
nsi	杘
nsj	憛
nsk	 
nsl	 
nsm	 
nsn	必要性
nso	憟
nsp	 
nsq	 
nsr	必要的
nss	憷
nst	必要条件
nsu	 
nsv	 
nsw	 
nsx	 
nsy	怵
nta	怅
ntb	悸
ntc	发
ntd	恬
nte	必
ntf	尾
ntg	性
nth	屣
nti	发光
ntj	虱
ntk	属
ntl	恤
ntm	懊
ntn	发展
nto	愀
ntp	必定
ntq	必然
ntr	发挥
nts	必要
ntt	履
ntu	改善
ntv	改建
ntw	发作
ntx	悔
nty	改
nua	屏
nub	改善了
nuc	必将对
nud	习
nue	飞腾
nuf	翌
nug	翋
nuh	局部战争
nui	飞
nuj	憧
nuk	悦
nul	憎
num	 
nun	习惯
nuo	 
nup	买家
nuq	飞鸟
nur	飞扬
nus	飞机
nut	飞行
nuu	飞翔
nuv	慊
nuw	习俗
nux	悌
nuy	悯
nva	恰如其分
nvb	 
nvc	慨
nvd	屡建奇功
nve	恨
nvf	忰
nvg	妀
nvh	 
nvi	心灵深处
nvj	 
nvk	怊
nvl	快刀斩乱麻
nvm	 
nvn	惟妙惟肖
nvo	 
nvp	舝
nvq	 
nvr	 
nvs	收录机
nvt	忉
nvu	 
nvv	尻
nvw	尽如人意
nvx	 
nvy	愤怒谴责
nwa	恰巧
nwb	怆
nwc	忪
nwd	居住面积
nwe	戮
nwf	飞禽走兽
nwg	恰
nwh	 
nwi	乆
nwj	刔
nwk	司令员
nwl	居全国之首
nwm	 
nwn	恰恰
nwo	 
nwp	剧作家
nwq	那会儿
nwr	那几年
nws	以偏概全
nwt	尉健行
nwu	司令部
nwv	凥
nww	恰似
nwx	尽人皆知
nwy	怜
nxa	导弹基地
nxb	导弹防御系统
nxc	 
nxd	已经成为
nxe	屁股
nxf	惯
nxg	憴
nxh	愼
nxi	以经济建设为中心
nxj	怫
nxk	 
nxl	 
nxm	 
nxn	惯性
nxo	 
nxp	已经完成
nxq	 
nxr	 
nxs	 
nxt	收费处
nxu	收费站
nxv	尼
nxw	惯例
nxx	屁
nxy	以飨读者
nya	以期
nyb	以及
nyc	民族矛盾
nyd	心态
nye	心脏
nyf	尺寸
nyg	以来
nyh	忭
nyi	尺
nyj	昼
nyk	惊
nyl	懔
nym	以内
nyn	忙
nyo	尺度
nyp	迟
nyq	以外
nyr	恼
nys	以西
nyt	㤃
nyu	尽
nyv	心灵
nyw	翠
nyx	迟缓
nyy	忟
oaa	遮蔽
oab	炎黄子孙
oac	度
oad	煤矿
oae	烧毁
oaf	煤
oag	灴
oah	庌
oai	㡲
oaj	灷
oak	廑
oal	煤田
oam	席
oan	炼
oao	遮
oap	煤窑
oaq	炼钢
oar	煤气
oas	 
oat	烧
oau	席卷
oav	 
oaw	粪
oax	烧结
oay	 
oba	底子薄
obb	㸎
obc	 
obd	 
obe	 
obf	廰
obg	籽
obh	邝
obi	 
obj	 
obk	 
obl	 
obm	炪
obn	灺
obo	 
obp	 
obq	 
obr	 
obs	㢌
obt	 
obu	 
obv	 
obw	廕
obx	鬯
oby	 
oca	烃
ocb	 
occ	 
ocd	糁
oce	熥
ocf	 
ocg	序列
och	 
oci	広
ocj	 
ock	序号
ocl	 
ocm	序曲
ocn	粑
oco	 
ocp	 
ocq	 
ocr	 
ocs	 
oct	㶼
ocu	 
ocv	 
ocw	焌
ocx	 
ocy	序言
oda	庆功
odb	广大职工
odc	炦
odd	庞大
ode	糊
odf	广大干部
odg	炻
odh	炋
odi	庆
odj	庵
odk	类别
odl	 
odm	烦
odn	烦恼
odo	精确度
odp	庆祝
odq	座右铭
odr	应有的
ods	数码相机
odt	爏
odu	类
odv	广大群众
odw	类似
odx	庞
ody	广大读者
oea	粗加工制品
oeb	烰
oec	 
oed	应用研究
oee	火腿肠
oef	㷐
oeg	粗
oeh	廋
oei	粗浅
oej	粗暴
oek	 
oel	爝
oem	 
oen	火力发电
oeo	粗糙
oep	燰
oeq	粗犷
oer	应用技术
oes	炒股票
oet	应用程序
oeu	粗壮
oev	 
oew	庾
oex	粗细
oey	粗放
ofa	焼
ofb	 
ofc	庋
ofd	庄
ofe	 
off	庤
ofg	灶
ofh	籵
ofi	庄浪
ofj	 
ofk	熺
ofl	庄园
ofm	广域网
ofn	炜
ofo	烤烟
ofp	㶿
ofq	庑
ofr	 
ofs	 
oft	烤
ofu	燵
ofv	 
ofw	广域信息服务系统
ofx	烟雾弥漫
ofy	籿
oga	精英
ogb	炖
ogc	精通
ogd	业
oge	精
ogf	精干
ogg	精致
ogh	炡
ogi	精湛
ogj	粳
ogk	焐
ogl	 
ogm	糟
ogn	精心
ogo	精度
ogp	精神
ogq	廒
ogr	精制
ogs	粖
ogt	业务
ogu	凿
ogv	廉政建设
ogw	业余
ogx	业绩
ogy	业主
oha	爈
ohb	 
ohc	 
ohd	䨾
ohe	床上用品
ohf	 
ohg	 
ohh	爠
ohi	店堂
ohj	焯
ohk	粘
ohl	粘连
ohm	粘贴
ohn	 
oho	 
ohp	店家
ohq	店铺
ohr	 
ohs	 
oht	废旧物资
ohu	 
ohv	 
ohw	 
ohx	庛
ohy	店主
oia	炒菜
oib	应聘
oic	应对
oid	应有
oie	应用
oif	应考
oig	应
oih	应战
oii	应当
oij	应是
oik	 
oil	 
oim	䊑
oin	应收
oio	广泛应用
oip	爣
oiq	应急
oir	广泛的
ois	摩洛哥
oit	炒
oiu	应将
oiv	 
oiw	应付
oix	 
oiy	应该
oja	爆
ojb	熶
ojc	 
ojd	爆破
oje	焨
ojf	焊
ojg	爆裂
ojh	灲
oji	㎎
ojj	焻
ojk	 
ojl	熳
ojm	庽
ojn	爆发
ojo	爆炸
ojp	 
ojq	焬
ojr	焊接
ojs	粿
ojt	爆竹
oju	煜
ojv	度日如年
ojw	 
ojx	精明强干
ojy	烛
oka	 
okb	火中取栗
okc	 
okd	 
oke	焆
okf	燥动
okg	炽烈
okh	 
oki	 
okj	 
okk	燥
okl	 
okm	熉
okn	废品收购
oko	 
okp	 
okq	炾
okr	炽热
oks	 
okt	 
oku	 
okv	 
okw	炽
okx	 
oky	废品率
ola	烟草
olb	 
olc	烟台
old	烟
ole	煟
olf	畨
olg	畑
olh	炠
oli	烟尘
olj	 
olk	库
oll	库车
olm	 
oln	㐣
olo	烟火
olp	库容
olq	 
olr	烟气
ols	火车票
olt	烟囱
olu	火车站
olv	廔
olw	业界人士
olx	 
oly	库房
oma	煤炭工业
omb	 
omc	 
omd	庙
ome	䊘
omf	腐败无能
omg	粙
omh	灿
omi	 
omj	熴
omk	炯
oml	 
omm	廮
omn	煱
omo	灿烂
omp	庙宇
omq	 
omr	 
oms	 
omt	㷨
omu	焵
omv	 
omw	业内人士
omx	精雕细刻
omy	数典忘祖
ona	 
onb	㐘
onc	 
ond	断面
one	爆发力
onf	废墟
ong	断裂
onh	糈
oni	応
onj	鹿
onk	废品
onl	㢞
onm	 
onn	焗
ono	废料
onp	断定
onq	断然
onr	断
ons	断档
ont	废
onu	断送
onv	断奶
onw	廖
onx	精心组织
ony	烬
ooa	火花
oob	郯
ooc	灯火通明
ood	粉煤灰
ooe	火力
oof	火场
oog	爆炸事件
ooh	火柴
ooi	火光
ooj	剡
ook	 
ool	火车
oom	火山
oon	廘
ooo	火
oop	火灾
ooq	欻
oor	灿烂的
oos	䊳
oot	火箭
oou	炎
oov	糖
oow	火化
oox	火红
ooy	炏
opa	数字式
opb	 
opc	数字通信
opd	精神面貌
ope	精神力量
opf	烷
opg	煊
oph	精神上
opi	迷
opj	数字电视
opk	迷路
opl	煇
opm	精神财富
opn	迷惘
opo	数字数据网
opp	精神实质
opq	精神解脱
opr	数字技术
ops	数字模型
opt	精神生活
opu	精神病
opv	 
opw	熔
opx	粮农组织
opy	精神文明建设
oqa	底
oqb	灮
oqc	 
oqd	燃
oqe	焰
oqf	燃起
oqg	底下
oqh	炊具
oqi	燃油
oqj	㶷
oqk	䊅
oql	 
oqm	焕
oqn	炮
oqo	燃料
oqp	 
oqq	摩尔多瓦
oqr	炮兵
oqs	 
oqt	底盘
oqu	底部
oqv	 
oqw	炊
oqx	炮弹
oqy	灼
ora	广播节目
orb	应邀出席
orc	数据通信
ord	烯
ore	 
orf	庪
org	粕
orh	炘
ori	粗制滥造
orj	广播电视
ork	庍
orl	摩托车
orm	广播网
orn	广播剧
oro	数据库
orp	 
orq	廆
orr	 
ors	䊛
ort	庳
oru	应邀前来
orv	 
orw	广播体操
orx	精打细算
ory	迷失方向
osa	 
osb	 
osc	磨难
osd	麻木不仁
ose	魔力
osf	灯塔
osg	粞
osh	灯
osi	床
osj	燂
osk	庁
osl	腐朽思想
osm	 
osn	 
oso	麻烦
osp	 
osq	床铺
osr	摩擦
oss	麻
ost	灯笼
osu	广西壮族自治区
osv	魔女
osw	床位
osx	磨练
osy	炑
ota	炸药
otb	庭院
otc	庅
otd	烽
ote	炸毁
otf	糙
otg	业务素质
oth	炸
oti	业务水平
otj	 
otk	烙
otl	庭园
otm	燠
otn	烁
oto	燔
otp	庭审
otq	烙印
otr	粮管所
ots	精简机构
ott	广告牌
otu	烀
otv	㸅
otw	业务人员
otx	炸弹
oty	敉
oua	庰
oub	粒子
ouc	 
oud	烂
oue	燧
ouf	料
oug	粒
ouh	糕点
oui	廉洁
ouj	燑
ouk	焙
oul	麻痹思想
oum	 
oun	焖
ouo	焙烧
oup	 
ouq	爓
our	广阔的
ous	料想
out	 
ouu	广阔前景
ouv	廉
ouw	廉价
oux	糍
ouy	燘
ova	康熙
ovb	㶢
ovc	 
ovd	数百
ove	庸
ovf	娄
ovg	籹
ovh	唐
ovi	康
ovj	数量
ovk	炤
ovl	爉
ovm	唐山
ovn	 
ovo	娄底
ovp	数字
ovq	 
ovr	数据
ovs	 
ovt	数
ovu	数次
ovv	 
ovw	庚
ovx	精妙绝伦
ovy	籾
owa	 
owb	炝
owc	庺
owd	煅
owe	业余爱好
owf	腐
owg	粉末
owh	煽风点火
owi	粉尘
owj	业余时间
owk	 
owl	座车
owm	腐败
own	籶
owo	腐烂
owp	 
owq	腐蚀
owr	类似的
ows	庥
owt	粮食生产
owu	粮食产量
owv	粉
oww	座
owx	烨
owy	焓
oxa	 
oxb	 
oxc	 
oxd	庼
oxe	㶭
oxf	 
oxg	 
oxh	粌
oxi	灯红酒绿
oxj	炥
oxk	糨
oxl	 
oxm	 
oxn	 
oxo	 
oxp	 
oxq	 
oxr	庇护
oxs	 
oxt	㢕
oxu	断绝关系
oxv	庀
oxw	断线风筝
oxx	庇
oxy	 
oya	广东
oyb	炉子
oyc	应变能力
oyd	㢇
oye	广交朋友
oyf	广场
oyg	广
oyh	炞
oyi	广泛
oyj	应该是
oyk	廓
oyl	廪
oym	庐山
oyn	炉
oyo	广度
oyp	广安
oyq	米饭
oyr	广播
oys	广西
oyt	米
oyu	熵
oyv	粮
oyw	粹
oyx	炫
oyy	炆
paa	赛区
pab	密切联系
pac	赛马
pad	究其原因
pae	社区服务
paf	赛场
pag	宽带
pah	宦
pai	宽敞
paj	寞
pak	赛跑
pal	赛车
pam	宽
pan	农工民主党
pao	宽度
pap	宽容
paq	塞外
par	赛后
pas	密切相关
pat	赛季
pau	寒冷
pav	社区建设
paw	赛
pax	密切结合
pay	农工商
pba	突出贡献
pbb	突出了
pbc	冣
pbd	字面
pbe	 
pbf	字
pbg	字形
pbh	实际上
pbi	实际水平
pbj	㝋
pbk	字号
pbl	实际困难
pbm	字典
pbn	实际情况
pbo	 
pbp	 
pbq	字句
pbr	实际的
pbs	字样
pbt	字符
pbu	实际问题
pbv	军队建设
pbw	字体
pbx	字母
pby	字迹
pca	 
pcb	神圣职责
pcc	 
pcd	客观存在
pce	 
pcf	客观规律
pcg	客观事物
pch	客观上
pci	实验小学
pcj	 
pck	实验中学
pcl	 
pcm	 
pcn	灾难性
pco	神通广大
pcp	实验室
pcq	 
pcr	宏观控制
pcs	 
pct	宏观管理
pcu	㝊
pcv	 
pcw	 
pcx	宏观经济
pcy	宏观调控
pda	 
pdb	完成了
pdc	宏
pdd	寄存
pde	寡
pdf	宕
pdg	割裂
pdh	割
pdi	 
pdj	害虫
pdk	突破口
pdl	宁夏回族自治区
pdm	 
pdn	突破性
pdo	割断
pdp	完成祖国统一大业
pdq	宠儿
pdr	寄托
pds	寄
pdt	寄生
pdu	寮
pdv	寡妇
pdw	宏伟
pdx	宠
pdy	寄语
pea	农药
peb	实用阶段
pec	 
ped	农大
pee	农用
pef	肎
peg	宜
peh	农具
pei	农
pej	家用电脑
pek	客服中心
pel	农田
pem	 
pen	农民
peo	农业
pep	农家
peq	农贸
per	农技
pes	农村
pet	农行
peu	农资
pev	农垦
pew	实用价值
pex	补助费
pey	农户
pfa	完工
pfb	完了
pfc	 
pfd	完成
pfe	冠县
pff	宗教
pfg	完整
pfh	守旧
pfi	宗
pfj	客运量
pfk	㝨
pfl	宗教界
pfm	守则
pfn	冠以
pfo	 
pfp	冠军
pfq	完
pfr	守护
pfs	 
pft	完备
pfu	守
pfv	完好
pfw	完全
pfx	宗旨
pfy	宗族
pga	定期
pgb	实现了
pgc	室
pgd	宣布
pge	家
pgf	宇
pgg	实事求是
pgh	定
pgi	家小
pgj	宣
pgk	富
pgl	家园
pgm	寅
pgn	写
pgo	家庭
pgp	宇宙
pgq	宝钢
pgr	完整的
pgs	定西
pgt	家长
pgu	农副产品
pgv	视死如归
pgw	宣传
pgx	家乡
pgy	宝
pha	安眠药
phb	官职
phc	 
phd	 
phe	官办
phf	初具规模
phg	寂
phh	视频点播
phi	 
phj	 
phk	官员
phl	 
phm	官网
phn	官
pho	 
php	寂寞
phq	官邸
phr	官兵
phs	 
pht	初战告捷
phu	㓀
phv	初步建立
phw	视频信号
phx	 
phy	官方
pia	 
pib	农学院
pic	宗法观念
pid	 
pie	宵
pif	初学者
pig	 
pih	 
pii	 
pij	客流量
pik	视觉器官
pil	 
pim	 
pin	 
pio	容光焕发
pip	 
piq	 
pir	空洞的
pis	宵禁
pit	礼尚往来
piu	㲾
piv	寖
piw	家常便饭
pix	额济纳旗
piy	被誉为
pja	 
pjb	穷日子
pjc	 
pjd	幂
pje	 
pjf	 
pjg	审理
pjh	审
pji	冠冕堂皇
pjj	䥌
pjk	定时器
pjl	 
pjm	寓
pjn	审慎
pjo	审时度势
pjp	审定
pjq	 
pjr	审批
pjs	审查
pjt	字里行间
pju	审判
pjv	宴
pjw	宴会
pjx	审结
pjy	冥
pka	 
pkb	 
pkc	 
pkd	富贵不能淫
pke	空中加油
pkf	空口无凭
pkg	宺
pkh	 
pki	 
pkj	实践是检验真理的唯一标准
pkk	宫
pkl	 
pkm	宝贵财富
pkn	宫殿
pko	宫灯
pkp	宝中之宝
pkq	寅吃卯粮
pkr	宝贵的
pks	空中楼阁
pkt	宫廷
pku	宝贵意见
pkv	守口如瓶
pkw	 
pkx	实践经验
pky	实践证明
pla	军区
plb	郓
plc	 
pld	祖国大陆
ple	军用
plf	军需
plg	寰
plh	皲
pli	农田水利
plj	军
plk	军品
pll	军团
plm	 
pln	军民
plo	军火
plp	军官
plq	 
plr	祖国的
pls	牢固树立
plt	军委
plu	军装
plv	军垦
plw	军人
plx	祖国统一
ply	军方
pma	 
pmb	 
pmc	 
pmd	初见成效
pme	 
pmf	宙
pmg	穷山恶水
pmh	 
pmi	 
pmj	冚
pmk	视同路人
pml	穷则思变
pmm	 
pmn	 
pmo	 
pmp	 
pmq	视同儿戏
pmr	 
pms	 
pmt	 
pmu	 
pmv	神丹妙药
pmw	 
pmx	 
pmy	 
pna	密切
pnb	军民联防
pnc	㝕
pnd	密码
pne	甯
pnf	密封
png	突发事件
pnh	寐
pni	 
pnj	蜜蜂
pnk	 
pnl	军民团结
pnm	賔
pnn	农民收入
pno	密度
pnp	实属罕见
pnq	密钥
pnr	农民技术员
pns	密植
pnt	蜜
pnu	冠心病
pnv	定心丸
pnw	寥
pnx	军民结合
pny	廴
poa	灾区
pob	农业院校
poc	灾难
pod	农业大学
poe	农业用地
pof	家庭教育
pog	农业现代化
poh	宋庆龄基金会
poi	 
poj	家庭影院
pok	 
pol	实业界
pom	家庭网络
pon	灾民
poo	 
pop	灾害
poq	农业银行
por	农业技术
pos	农业机械
pot	农业科技
pou	灾
pov	家庭妇女
pow	农业人口
pox	农业经济
poy	家庭主妇
ppa	安家落户
ppb	之际
ppc	写字台
ppd	实实在在
ppe	神农架
ppf	之二
ppg	之一
pph	之上
ppi	之流
ppj	 
ppk	之中
ppl	安定团结
ppm	之内
ppn	空军司令
ppo	之类
ppp	之
ppq	之外
ppr	之后
pps	写字楼
ppt	定额管理
ppu	㝎
ppv	空空如也
ppw	之余
ppx	视神经
ppy	家家户户
pqa	 
pqb	宛
pqc	 
pqd	突然袭击
pqe	 
pqf	安然无恙
pqg	豁然开朗
pqh	 
pqi	宨
pqj	 
pqk	冤
pql	 
pqm	寏
pqn	冤屈
pqo	 
pqp	冤家
pqq	鸩
pqr	 
pqs	冤枉
pqt	 
pqu	突然间
pqv	冘
pqw	㱽
pqx	塞尔维亚
pqy	农贸市场
pra	安排工作
prb	察看了
prc	寙
prd	安排不当
pre	 
prf	被迫进行
prg	宾
prh	实质上
pri	空气污染
prj	 
prk	 
prl	穷兵黩武
prm	 
prn	之所以
pro	 
prp	宾客
prq	宾馆
prr	空气质量
prs	审批权
prt	审批程序
pru	实质问题
prv	 
prw	 
prx	宁缺毋滥
pry	宾主
psa	宁蒗
psb	 
psc	 
psd	宁夏
pse	 
psf	农村干部
psg	宁静
psh	宁肯
psi	宁波
psj	宁
psk	 
psl	宁国
psm	 
psn	农村改革
pso	 
psp	宁安
psq	农村金融
psr	安哥拉
pss	宁可
pst	农林牧副渔
psu	宋
psv	农村建设
psw	农村信用合作社
psx	农村经济
psy	官样文章
pta	宅
ptb	农科院
ptc	客观
ptd	宣告成立
pte	寒冬腊月
ptf	宪
ptg	牢
pth	㝚
pti	宪法
ptj	寄生虫
ptk	额
ptl	客车
ptm	 
ptn	农牧民
pto	农牧业
ptp	额定
ptq	额外
ptr	客气
pts	客机
ptt	客船
